HUNDENAME,GEBURTSJAHR_HUND,GESCHLECHT_HUND
"Theo",2010,"m"
"Theo",2014,"m"
"Theo",2008,"m"
"Theo",2016,"m"
"Theodor",2006,"m"
"Thimmy",2018,"m"
"Thomy",2005,"m"
"Thondup",2008,"m"
"Thor",2018,"m"
"Thoy",2017,"m"
"Thung Thong (Layta Star Free)",2014,"w"
"Thymian",2011,"w"
"Tiago",2016,"m"
"Tiara",2012,"w"
"Tibbie",2012,"m"
"Tibor",2014,"m"
"Tibor (Superblush Black)",2018,"m"
"Tico",2012,"m"
"Tiffany",2009,"w"
"Tiffany",2006,"w"
"Tiffany",2005,"w"
"Tiffany",2011,"w"
"Tiffany",2014,"w"
"Tiffany",2014,"w"
"Tiffany",2015,"w"
"Tiffany sweet girl Dreams",2018,"w"
"Tiga",2017,"w"
"Tiger",2005,"m"
"Tiger",2007,"m"
"Tigi",2017,"m"
"Tijuana",2011,"w"
"Tika",2015,"w"
"Tikli (Milva)",2015,"w"
"Tiko",2013,"m"
"Tilda",2018,"w"
"Tilda (Kokos)",2014,"w"
"Tilli",2007,"w"
"Tilly",2017,"w"
"Tim",2013,"m"
"Tim",2012,"m"
"Tim",2009,"m"
"Tima",2008,"w"
"Timba vom Goldbrunnen",2010,"w"
"Timber",2016,"w"
"Timber",2009,"m"
"Timbuktu",2005,"w"
"Timi",2010,"m"
"Timi",2012,"m"
"Timi",2016,"m"
"Timi",2010,"m"
"Timmi",2015,"m"
"Timmi",2011,"m"
"Timmi",2005,"m"
"Timmy",2012,"m"
"Timmy",2014,"m"
"Timmy",2002,"m"
"Timmy",2009,"m"
"Timmy",2018,"m"
"Timmy",2005,"m"
"Timo",2006,"m"
"Timo",2013,"m"
"Timo",2004,"m"
"Timo",2003,"m"
"Timo",2017,"m"
"Timo",2011,"m"
"Timon",2017,"m"
"Timon",2011,"m"
"Tina",2009,"w"
"Tina",2012,"w"
"Tina",2012,"w"
"Tina",2008,"w"
"Tina",2012,"w"
"Tina",2015,"w"
"Tina (Diana)",2008,"w"
"Tini",2006,"m"
"Tinka",2007,"w"
"Tinker",2014,"w"
"Tinkerbell",2009,"w"
"Tinkerbell (Zaida)",2010,"w"
"Tino",2007,"m"
"Tino",2015,"m"
"Tino (Igo von fünf Dörfer)",2016,"m"
"Tino (Valentino v. Rottachtal)",2009,"m"
"Tinoock",2015,"m"
"Tintin",2010,"m"
"Tinto",2012,"m"
"Tippi",2007,"w"
"Tiqny Tainia",2003,"w"
"Tirak (Kaye-Tirak)",2007,"w"
"Tirza",2010,"w"
"Titeuf",2008,"m"
"Titi",2011,"m"
"To-Chi",2005,"m"
"Tobby",2013,"m"
"Tobby",2017,"m"
"Tobi",2000,"m"
"Tobi",2008,"m"
"Tobi",2006,"m"
"Tobi",2010,"m"
"Tobi",2010,"m"
"Toby",2011,"m"
"Toby",2007,"m"
"Toby",2007,"m"
"Toby",2014,"m"
"Toby",2011,"m"
"Toby",2007,"m"
"Toby",2002,"m"
"Toby",2013,"m"
"Toby",2015,"m"
"Toddy",2010,"m"
"Toffee",2012,"m"
"Toffee",2015,"w"
"Togo (Big Mush)",2013,"m"
"Toja",2012,"w"
"Tom",2005,"m"
"Tom",2016,"m"
"Tom",2009,"m"
"Tom",2009,"m"
"Tombish",2014,"m"
"Tomi",2015,"m"
"Tommy",2018,"m"
"Tommy",2009,"m"
"Tommy",2014,"m"
"Tommy",2017,"m"
"Tomtom Stubborn Fellow",2015,"m"
"Toni",2011,"m"
"Tonic (Dalmor Tonic Water)",2006,"w"
"Tonka",2009,"w"
"Tony (Antonio)",2017,"m"
"Toobi",2010,"m"
"Toofer",2012,"m"
"Tooli",2016,"w"
"Top Water Big Ben",2011,"m"
"Topo",2011,"m"
"Topolino",2013,"m"
"Topper",2003,"w"
"Toqui",2009,"m"
"Toro",2007,"m"
"Torres",2007,"m"
"Tosca",2011,"w"
"Tosca",2004,"w"
"Tosca",2012,"w"
"Tosca",2013,"w"
"Tosca (Viola)",2007,"w"
"Tosha",2013,"m"
"Tosha",2014,"m"
"Toti (Shanajas Jari Joon)",2013,"m"
"Toto",2014,"m"
"Toto",2017,"m"
"Toto (Silken Arrow Winnetou)",2016,"m"
"Tots's Tail's please please me",2012,"w"
"Toulouse",2014,"m"
"Toutou (Tequila)",2015,"w"
"Tovi",2017,"m"
"Toy",2002,"m"
"Toy",2006,"m"
"Toya",2003,"w"
"Toya",2013,"w"
"Toya (Griotte)",2011,"w"
"Toyah (I'Toyah)",2013,"w"
"Tranquilo",2016,"m"
"Trasto",2009,"w"
"Tre",2015,"m"
"Trevor",2014,"m"
"Trias",2005,"m"
"Trilu",2006,"m"
"Trixi",2005,"w"
"Trixi",2009,"w"
"Trixi",2006,"w"
"Trixi von Hostris",2011,"w"
"Trixie",2011,"w"
"Troman",2008,"m"
"Troubadour",2005,"m"
"Troya",2012,"w"
"Truffe",2010,"w"
"Truffles",2010,"w"
"Truman",2017,"m"
"Tscheshi",2008,"w"
"Tschesi ",2012,"m"
"Tschibo",2016,"m"
"Tschigi",2014,"w"
"Tschila",2011,"w"
"Tschita",2013,"w"
"Tschuggel",2002,"m"
"Tsuki",2011,"w"
"Tucker Fitzgerald v. Bollerain",2017,"m"
"Tugba",2008,"w"
"Tula",2007,"w"
"Tuma",2015,"w"
"Turba",2010,"w"
"Tusche",2006,"w"
"Tutti",2017,"w"
"Tutu",2010,"w"
"Tuva",2012,"w"
"Tweety",2004,"w"
"Twiggy",2010,"m"
"Twilight Star's All That Matte",2016,"m"
"Twilight Star's Zaffira ",2015,"w"
"Twingy",2012,"w"
"Tya",2015,"w"
"Tyler",2008,"m"
"Tyra",2010,"w"
"Tyren",2009,"m"
"Tyron",2017,"m"
"Tyron",2014,"m"
"Tyson",2016,"m"
"Tyson",2016,"m"
"Tyson",2016,"m"
"Tyson",2012,"m"
"Tyson",2009,"m"
"Tyson",2014,"m"
"Tyson",2014,"m"
"Tyson",2012,"m"
"Tyson",2001,"m"
"Tyson",2015,"m"
"Tyson",2017,"m"
"Tyson",2018,"m"
"Tyson",2017,"m"
"Tyson",2017,"m"
"Tyson",2012,"m"
"Tyson",2007,"m"
"Tyson",2008,"m"
"Tyson",2002,"m"
"Tyson vom Tobelhof",2018,"m"
"Tzipi",2007,"w"
"Té",2010,"m"
"Tüpfli",2007,"w"
"U-Rufus",2016,"m"
"Ubah",2018,"w"
"Udo (Tete-szepe)",2010,"m"
"Ueli (Rocky)",2008,"m"
"Ufo Prodomo",2016,"m"
"Ugo",2017,"m"
"Ulan-Neo",2017,"m"
"Ulas",2008,"m"
"Ulla v.d. Rossgasse",2018,"w"
"Ulotte von der Feldmatt",2016,"w"
"Uma",2013,"w"
"Uma",2004,"w"
"Uma",2011,"w"
"Uma",2015,"w"
"Uma",2015,"w"
"Uma (Yasuma)",2011,"w"
"Umba",2006,"w"
"Umea",2011,"w"
"Umka",2014,"m"
"Una ",2011,"w"
"Unala",2009,"w"
"Unex to low Forest",2015,"m"
"Unforgettably Diva",2013,"w"
"Unia v. Stägefässli",2008,"w"
"Unica (Una Dolce Vita)",2007,"w"
"Unique",2012,"m"
"Unique",2011,"w"
"Uorsa",2012,"w"
"Urelia von Ecihwald",2006,"w"
"Ursula",2014,"w"
"Usnaya",2006,"w"
"Uso",2012,"m"
"Utta von Burg Schwärtzenberg",2017,"w"
"Valea Verona",2016,"w"
"Valentin Limligth of Bloodline",2009,"m"
"Valentina",2012,"w"
"Valentina",2015,"w"
"Valentino",2015,"m"
"Valeria von Werthenstein",2018,"w"
"Valori",2013,"w"
"Vamos",2018,"m"
"Van",2013,"m"
"Van-M Thunderbolt The Spirit",2018,"m"
"Vanilla",2011,"w"
"Vanille (Alberta Black Tail)",2005,"w"
"Vanjo",2005,"m"
"Vargas",2012,"m"
"Vario vom Happyparadise",2015,"m"
"Varro",2008,"m"
"Vasco",2006,"m"
"Vasco",2010,"m"
"Vasco",2011,"m"
"Vasco",2010,"m"
"Vasco",2007,"m"
"Vayu- Attila",2018,"m"
"Veerle",2014,"w"
"Vegas",2017,"w"
"Vegas",2016,"m"
"Velia",2011,"w"
"Venice Nina",2013,"w"
"Venus",2011,"w"
"Venus",2013,"w"
"Vera",2004,"w"
"Vera (Wera)",2004,"w"
"Verdy",2014,"m"
"Veronika (Luna)",2014,"w"
"Very Vigie Lady Di",2015,"w"
"Vico",2015,"m"
"Victorious star keep going",2016,"m"
"Vida",2009,"w"
"Vida",2004,"w"
"Vida",2008,"w"
"Viktorika",2009,"w"
"Vince",2009,"m"
"Vincent",2018,"m"
"Vinci",2016,"m"
"Vinny",2007,"m"
"Vinny (Rudy)",2017,"m"
"Vinzent",2006,"m"
"Vip",2006,"m"
"Virginia",2004,"w"
"Virpi",2013,"w"
"Vito",2013,"m"
"Vito",2012,"m"
"Vito",2012,"m"
"Vito",2017,"m"
"Vitto",2011,"m"
"Vitus",2015,"m"
"Vitus von Wattenwil",2016,"m"
"Viva",2004,"w"
"Vivi",2002,"w"
"Vivian",2014,"w"
"Vlokje",2004,"w"
"Voice",2009,"w"
"Voldi",2013,"m"
"Volta",2009,"w"
"Von Auenland Jayda Emma",2015,"w"
"Voodoo",2008,"m"
"Voyou",2008,"m"
"Vuk",2017,"m"
"Vule",2010,"m"
"Vyda",2018,"w"
"W. Lola",2018,"w"
"Wafelek",2005,"m"
"Wagner de Canipalma",2017,"m"
"Walle",2014,"m"
"Wanda",2015,"w"
"Wanda",2016,"w"
"Wanda",2008,"w"
"Wanda",2007,"w"
"Wanda",2018,"w"
"Wanda vom Rassel-Team",2017,"w"
"Wanita (Vicky)",2004,"w"
"Wanka",2007,"w"
"Warro (Willy Wonka)",2013,"m"
"Wasco",2015,"m"
"Watson",2017,"m"
"Watson",2012,"m"
"Wawa",2018,"w"
"Weezy",2008,"m"
"Wega",2011,"w"
"Wendi",2010,"w"
"Wendy",2009,"m"
"Whiskas (Whiskers)",2010,"w"
"Whiskey",2008,"m"
"Whiskey (Hendrik v.Thanzapfen)",2011,"m"
"Whisky",2011,"m"
"Whisky",2004,"w"
"Whisky",2013,"m"
"Whisky",2015,"m"
"Whisky",2006,"m"
"Whisky (Ikarus)",2018,"m"
"Whisky (Jules)",2011,"m"
"White Dot",2015,"m"
"White Gloves",2010,"w"
"White Shoes",2013,"m"
"White cloud's FAROUK",2017,"m"
"Whoopie",2015,"w"
"Whoopy",2004,"w"
"Whyskas-Mugger",2018,"w"
"Wifi",2015,"m"
"Will",2005,"m"
"Willem",2017,"m"
"Willi",2017,"m"
"Willi",2009,"m"
"Willi Winston (George)",2017,"m"
"Willie",2013,"m"
"Willy",2007,"m"
"Willy",2017,"m"
"Wilma",2011,"w"
"Wilma",2009,"w"
"Wilma",2018,"w"
"Wilma",2006,"w"
"Wilma Bölschterli (Snoopy)",2011,"w"
"Wilson",2018,"m"
"Wilson",2011,"m"
"Wilson (Charles)",2007,"m"
"Wim",2012,"m"
"Windy",2012,"w"
"Windy Nights Nice Angel ",2015,"w"
"Wini",2014,"m"
"Winnie",2014,"m"
"Winnie",2009,"m"
"Winnie",2015,"w"
"Winnie",2011,"w"
"Winston",2011,"m"
"Winston",2017,"m"
"Winston",2017,"m"
"Winston",2018,"m"
"Winston",2010,"m"
"Winston de la Verna",2017,"m"
"Wirgo",2009,"m"
"Wisi (Wizard of Ironlad)",2010,"m"
"Witiko",2011,"m"
"Wolfgang",2017,"m"
"Woody",2011,"m"
"Woody",2004,"m"
"Woody",2003,"m"
"Woody ( Pando )",2010,"m"
"Woody (Jerry of Janik's Blue)",2015,"m"
"Woody (Rüdiger)",2015,"m"
"Woof",2014,"m"
"Wrigley Blue James",2013,"m"
"Wuschel",2010,"w"
"Wuschel",2014,"m"
"Wuscheli",2016,"w"
"Wushu",2016,"m"
"X'alinco",2006,"m"
"X-dreamred Nelson Isininga",2018,"m"
"Xamax (Max)",2015,"m"
"Xanadou (Henry)",2016,"m"
"Xander von Haselberg",2017,"m"
"Xanto",2016,"m"
"Xanuk Finley van Eenthuis",2011,"m"
"Xara",2011,"w"
"Xcellent Lady Princes ",2017,"w"
"Xena",2016,"w"
"Xena",2005,"w"
"Xena (Sindy)",2009,"w"
"Xenia",2006,"w"
"Xenia",2017,"w"
"Xenia",2010,"w"
"Xenia",2008,"w"
"Xeron",2017,"m"
"Xeros",2009,"m"
"Xhava",2018,"w"
"Xia",18,"w"
"Xian",2007,"w"
"Xian ",2010,"m"
"Xicko",2010,"m"
"Xilly",2009,"w"
"Xina",2013,"w"
"Xira v. Burg Grimmenstein",2009,"w"
"Xiri",2013,"w"
"Xoa",2006,"w"
"Xora",2018,"w"
"Ya'Lilly (Lilly)",2009,"w"
"Yack",2010,"m"
"Yago Angelo",2012,"m"
"Yagudin",2014,"m"
"Yairi",2017,"m"
"Yaki (Max v. Holzwäldli)",2016,"m"
"Yaku (Arden)",2017,"m"
"Yan-Yi vom Lothar Sturm",2016,"w"
"Yangzom",2006,"w"
"Yanka (Katty)",2008,"w"
"Yanka vom Sirius",2016,"w"
"Yannik von Kumma Schlössle",2011,"m"
"Yara",2015,"w"
"Yara",2009,"w"
"Yari",2017,"m"
"Yaris Lenny of Golden Life",2016,"m"
"Yaro",2014,"m"
"Yasha",2014,"w"
"Yasmo Balu",2017,"m"
"Yazina's Ultima Thule",2005,"w"
"Ybsy of Fair Play",2015,"w"
"Yema",2017,"w"
"Yenko",2018,"m"
"Yetti",2015,"w"
"Ylva",2013,"w"
"Ylva",2018,"w"
"Ylvi",2010,"w"
"Yma",2005,"w"
"Ynka",2010,"w"
"Yoco",2013,"m"
"Yoda",2017,"m"
"Yoda",2016,"m"
"Yoda",2013,"m"
"Yoda",2018,"m"
"Yoda Ananda",2015,"m"
"Yogi",2012,"m"
"Yoko",2011,"m"
"Yona",2018,"w"
"Yonka",2006,"w"
"Yonnie",2014,"m"
"Yorkie",2008,"m"
"Yoshi",2014,"m"
"Yoshi",2016,"m"
"Youri-Kay v. Pächtuschi",2013,"m"
"Yoya",2011,"w"
"Yoyo",2011,"m"
"Yui",2013,"w"
"Yuki",2018,"m"
"Yuki",2015,"w"
"Yuki",2014,"w"
"Yuki",2016,"w"
"Yuki",2017,"m"
"Yuki (Yamba)",2018,"w"
"Yuki vom Pommerle",2012,"m"
"Yukon",2005,"m"
"Yulius-George vom Holzwäldli",2016,"m"
"Yuma",2008,"w"
"Yuma",2009,"w"
"Yuma",2017,"w"
"Yuma",2003,"w"
"Yuma",2012,"m"
"Yumi",2008,"w"
"Yumi",2017,"w"
"Yumi",2014,"w"
"Yumi",2015,"w"
"Yumi-Hana",2016,"w"
"Yumo (Lucky)",2008,"m"
"Yuna",2011,"w"
"Yuna",2006,"w"
"Yuna",2013,"w"
"Yunga",2010,"w"
"Yupie",2016,"w"
"Yuri",2012,"m"
"Yuri",2013,"m"
"Yves",2010,"w"
"Yvi",2010,"w"
"Yvi",2013,"m"
"Yvie",2016,"w"
"Yvory",2017,"w"
"ZEN du Llas Pourpre",2016,"m"
"Zaba",2014,"w"
"Zac",2012,"m"
"Zacarosa's King Kasimir",2015,"m"
"Zachery",2013,"m"
"Zaci",2007,"w"
"Zaffiro (Bacio)",2010,"m"
"Zahra",2016,"w"
"Zaira",2013,"w"
"Zak J. Souza",2018,"m"
"Zakya",2006,"w"
"Zappa II",2008,"m"
"Zara",2016,"w"
"Zara",2004,"w"
"Zara",2011,"w"
"Zara",2016,"w"
"Zara",2016,"w"
"Zara v. Donaupalast",2017,"w"
"Zarik",2010,"w"
"Zaro",2007,"m"
"Zaza",2010,"w"
"Zaza",2012,"w"
"Zazie",2018,"w"
"Zeca",2012,"w"
"Zeila",2008,"w"
"Zelda (Anirella's Zinderella)",2012,"w"
"Zelka",2011,"w"
"Zenit Happiness",2010,"m"
"Zennaja Schtutschka",2018,"w"
"Zeno (Zawadi)",2015,"m"
"Zepko",2008,"m"
"Zero",2018,"m"
"Zero",2013,"m"
"Zeus",2012,"m"
"Zeus",2017,"m"
"Zeus",2008,"m"
"Zeus",2013,"m"
"Zeus",2014,"m"
"Zeus",2008,"m"
"Zeus",2013,"m"
"Zeus from Olymph",2007,"m"
"Zeus von Shanghai (Noodle)",2014,"m"
"Zeyna",2016,"w"
"Zeytin",2016,"m"
"Zhao",2008,"m"
"Ziba",2018,"w"
"Zico",2017,"m"
"Zilla (Gozilla)",2010,"w"
"Zima",2018,"w"
"Zimba",2006,"w"
"Zimba",2005,"w"
"Zimba",2011,"w"
"Zina",2013,"w"
"Zipo",2006,"m"
"Zipper",2005,"m"
"Zippo",2005,"m"
"Zisa",2015,"w"
"Zissov",2005,"w"
"Zita",2015,"w"
"Zita",2008,"w"
"Zita",2011,"w"
"Ziva",2009,"w"
"Zizou",2016,"m"
"Zizou",2018,"m"
"Zlaki",2016,"m"
"Zoe",2015,"w"
"Zoe",2012,"w"
"Zoe",2006,"w"
"Zoe",2018,"w"
"Zoe",2011,"w"
"Zoe",2013,"w"
"Zoey",2010,"w"
"Zoey",2016,"w"
"Zoey (Dalia)",2010,"w"
"Zoki",2011,"w"
"Zola",2014,"w"
"Zola",2013,"w"
"Zora",2015,"w"
"Zora",2018,"w"
"Zora",2008,"w"
"Zora",2005,"w"
"Zora",2009,"w"
"Zoran",2016,"m"
"Zorro",2011,"m"
"Zorro",2005,"m"
"Zorro",2006,"m"
"Zorro",2018,"m"
"Zorro",2018,"m"
"Zorro",2007,"m"
"Zorro",2008,"m"
"Zorro",2017,"m"
"Zorro",2015,"m"
"Zorro Neo",2015,"m"
"Zorro of blue Diamond",2009,"m"
"Zoys",2017,"m"
"Zsa Zsa",2018,"w"
"Zsebi",2013,"m"
"Zsebi",2008,"w"
"Zucca",2011,"w"
"Zucco",2015,"m"
"Zuerio (Miky)",2017,"m"
"Zukko",2015,"m"
"Zulu",2013,"m"
"Zurich",2013,"m"
"Zuzu",2011,"w"
"Zvina",2018,"w"
"Zyla",2012,"w"
"Zyna",2011,"w"
"Zyta",2009,"w"
"lamba-Julia",2012,"w"
"rösli (Odina)",2008,"w"
"unbekannt",2018,"m"
"unbekannt",2018,"w"
"unbekannt",2005,"m"
"unbekannt",2007,"w"
"unbekannt",2005,"w"
"unbekannt",2010,"w"
"unbekannt",2010,"w"
"unbekannt",2011,"m"
"unbekannt",2018,"m"
"unbekannt",2018,"m"
"unbekannt",2018,"w"
"unbekannt",2019,"w"
"unbekannt",2017,"m"
"whity (Osmar)",2003,"m"
